Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website,Unnamed: 0,_url,depth,base_url,status,code,has_keyword
LORIBLU SPA,2109250445.0,152010,Fermo,Marche,it.loriblu.com,,,,,,,
EURASIA S.R.L.,2715810285.0,152010,Venezia,Veneto,pos.eurasia.is.it,,,,,,,
GIASCO S.R.L.,2442840241.0,152010,Vicenza,Veneto,www.giasco.com,,,,,,,
CALZATURIFICIO DEI COLLI - S.R.L.,157830209.0,152010,Mantova,Lombardia,www.deicolli.it,,,,,,,
PELLICAN S.R.L.,2238630483.0,151100,Firenze,Toscana,www.pellican.it,,,,,,,
CONCERIA TRIS SPA,163270242.0,151100,Vicenza,Veneto,www.conceriatris.it,,,,,,,
SUOLIFICIO NEGRO SRL,3080020260.0,152020,Treviso,Veneto,www.negroweb.it,,,,,,,
PRIMORPELLI S.P.A.,1112170509.0,151100,Pisa,Toscana,http://www.primorpelli.it,,,,,,,
SICAP S.R.L.,1537730440.0,152010,Fermo,Marche,www.lesilla.com,,,,,,,
BOEMOS S.P.A. - INDUSTRIA CALZATURE,4340070483.0,152010,Firenze,Toscana,www.boemos.it,,,,,,,
NATCO S.P.A.,4154010724.0,151100,Bari,Puglia,www.natuzzi.com,,,,,,,
DEAN S.P.A.INDUSTRIA CONCIARIA PELLI,7829160634.0,151100,Napoli,Campania,www.deanspa.it/,3179.0,https://www.deanspa.it/sostenibilita,2.0,www.deanspa.it/,Status.SUCCESS,200.0,True
LEVA S.P.A.,4848830016.0,151209,Torino,Piemonte,www.levaspa.com,,,,,,,
VOLPI CONCERIE S.P.A.,1702320506.0,151100,Pisa,Toscana,www.volpiconcerie.it,,,,,,,
ECOPELL 2000 S.R.L.,1506490505.0,151100,Pisa,Toscana,www.ecopell.it,,,,,,,
LSM S.R.L.,3546700612.0,151209,Caserta,Campania,http://www.lsmsrl.com,,,,,,,
PREALPINA S.R.L.,2630900245.0,151100,Vicenza,Veneto,www.prealpinatannery.com,,,,,,,
GALIZIO TORRESI S.R.L.,1713220430.0,152010,Macerata,Marche,www.galiziotorresi.it,,,,,,,
BAMBOLETTA - S.R.L.,1096680432.0,152010,Macerata,Marche,www.bamboletta.it,,,,,,,
ZETATI - S.R.L.,3225520489.0,151209,Firenze,Toscana,www.zetati.it,,,,,,,
CALZATURIFICIO EMMEGIEMME SHOES S.R.L.,2649330756.0,152010,Lecce,Puglia,www.maimai.it,,,,,,,
CONCERIA TRUST S.R.L.,3702050240.0,151100,Vicenza,Veneto,conceriatrust.it,,,,,,,
SALMASO VENEZIA S.R.L.,4600820270.0,152010,Venezia,Veneto,www.salmasovenezia.it,,,,,,,
GEMINI ITALIA S.P.A.,1362570184.0,152000,Brescia,Lombardia,www.geminitalia.it,,,,,,,
TIESSE S.P.A.,3152120261.0,152010,Treviso,Veneto,http://www.tiessespa.it,,,,,,,
CONCERIA LEONICA S.P.A.,168590248.0,151100,Vicenza,Veneto,www.leonica.com,,,,,,,
MUSTANG S.R.L.,4013670486.0,152010,Firenze,Toscana,www.calzaturificiomustang.it,,,,,,,
GIANO S.R.L.,733460448.0,152010,Fermo,Marche,www.giano.eu,,,,,,,
PELLETTERIE BIANCHI E NARDI S.P.A.,385830484.0,151209,Firenze,Toscana,www.bianchienardi.it,,,,,,,
CONCERIA ITALIA S.P.A.,79430245.0,151100,Vicenza,Veneto,www.conceriaitalia.com,,,,,,,
SUOLIFICIO MAGONIO S.R.L.,4515490482.0,152020,Firenze,Toscana,www.suolificiomagonio.it,,,,,,,
CHIORINO TECHNOLOGY S.P.A.,2181730025.0,151100,Milano,Lombardia,chiorinotechnology.com,,,,,,,
CONCERIA FERRERO - S.P.A.,5831810014.0,151100,Torino,Piemonte,http://www.conceriaferrero.com,,,,,,,
AKSOLUT S.R.L.,3749900365.0,152010,Verona,Veneto,www.aksolut.com,,,,,,,
CAPPELLETTI S.R.L.,1205600446.0,152010,Fermo,Marche,www.cappelletti.it,,,,,,,
CALZATURIFICIO ROMIT S.P.A.,1218910444.0,152010,Fermo,Marche,www.romit.it,,,,,,,
RODO FIRENZE SOCIETA' PER AZIONI,1060350434.0,152010,Macerata,Marche,rodo.it,,,,,,,
CONCERIA LABA S.R.L.,2093530240.0,151100,Vicenza,Veneto,http://www.concerialaba.it,,,,,,,
LA BIESSEUNO S.R.L.,3178490235.0,151100,Verona,Veneto,labiesseuno.com,,,,,,,
ARTIGIANA FARNESE S.R.L.,1242860334.0,151200,Piacenza,Emilia-Romagna,www.artigianafarnese.it,,,,,,,
JOLLY SCARPE S.P.A.,1549260261.0,152010,Treviso,Veneto,www.jollyscarpe.com,,,,,,,
FALCO S.R.L.,2323210506.0,152010,Pisa,Toscana,www.marcoshoes.it,,,,,,,
LA SCARPA S.R.L.,1827950500.0,151100,Pisa,Toscana,www.mauriziocasini.it,,,,,,,
CONCERIA M2 S.R.L.,214710501.0,151100,Pisa,Toscana,www.conceriam2.com,,,,,,,
CONCERIA CERVINIA S.P.A.,349110239.0,151100,Verona,Veneto,cerviniaspa.it,,,,,,,
SERGIO NATALINI S.R.L.,1299680478.0,152010,Pistoia,Toscana,www.sergionatalini.it,,,,,,,
ITALPELLI S.R.L.,956680292.0,151100,Vicenza,Veneto,http://www.italpelli.com,,,,,,,
EDEA S.R.L.,3621080260.0,152010,Treviso,Veneto,edeaskates.com,,,,,,,
ITALSFORM S.P.A.,1641560402.0,152020,Forlì-Cesena,Emilia-Romagna,www.italsform.it,,,,,,,
SI-FUR S.P.A.,1036910501.0,151100,Pisa,Toscana,www.eng.sifur.it,,,,,,,
ARZIGNANESE S.R.L.,2306830247.0,151100,Vicenza,Veneto,www.icaleather.it,,,,,,,
VINGI SHOES S.R.L. CON SOCIO UNICO,844870725.0,152010,Barletta-Andria-Trani,Puglia,http://www.vingishoes.com,,,,,,,
MONTANA S.P.A.,1297280503.0,151100,Pisa,Toscana,www.montana.it,,,,,,,
CALZATURIFICIO BUTTERO S.R.L.,3496950480.0,152010,Firenze,Toscana,http://www.buttero.it,,,,,,,
P. & C. S.R.L.,4249361215.0,151209,Napoli,Campania,pec-srl.it,,,,,,,
SIVA SOCIETA' A RESPONSABILITA' LIMITATA,2704040423.0,152010,Ancona,Marche,rbrsl.com,,,,,,,
INDUSTRIA CONCIARIA EUROPA S.P.A. IN SIGLA I.C.E. S.P.A.,2033880242.0,151100,Vicenza,Veneto,iceleatherspa.com,,,,,,,
ERREUNO S.R.L.,1573520432.0,151209,Macerata,Marche,erreuno.com,,,,,,,
CONCERIA PALLADIO S.P.A.,2220950246.0,151100,Vicenza,Veneto,www.conceriapalladio.it,,,,,,,
HUGO BOSS SHOES & ACCESSORIES ITALIA S.P.A.,627910433.0,152010,Macerata,Marche,www.hugoboss.com,,,,,,,
OLANG S.P.A.,1910710266.0,152010,Treviso,Veneto,www.olang.it,,,,,,,
CALZATURIFICIO MADAF S.R.L.,340830470.0,152000,Pistoia,Toscana,http://www.calzaturificiomadaf.it,,,,,,,
GEM S.R.L.,1910570504.0,152010,Pisa,Toscana,www.neroh.it,,,,,,,
CALZATURIFICIO MEXAS S.R.L.,934140294.0,152010,Rovigo,Veneto,http://www.mexas.it,,,,,,,
MAMIR S.R.L.,2217850987.0,152010,Brescia,Lombardia,www.mamir.it,,,,,,,
ART LAB S.R.L.,2102500507.0,151100,Pisa,Toscana,www.artlabsrl.eu,,,,,,,
SNAM DI MARCIGAGLIA ANTONIO & C. S.R.L.,1778050243.0,151100,Vicenza,Veneto,www.snamsrl.it,,,,,,,
CONCERIA ERREPI S.R.L.,540160249.0,151100,Vicenza,Veneto,www.conceriaerrepi.com,,,,,,,
BONISTALLI & STEFANELLI S.P.A.,114440506.0,151100,Pisa,Toscana,www.bonistallistefanelli.it,,,,,,,
DIGIERRE MODA S.R.L.,5662461218.0,152010,Napoli,Campania,www.digierremoda.it,,,,,,,
CALZATURIFICIO LUPARENSE S.R.L.,9607810158.0,152000,Padova,Veneto,luparense.net,,,,,,,
DANESI EVOLUTION S.R.L.,1152650527.0,151209,Siena,Toscana,www.danesievolution.it,,,,,,,
CONCERIA ZABRI S.P.A.,4147490488.0,151100,Firenze,Toscana,www.zabri.it,,,,,,,
PELLETTERIE HAPPENING S.R.L.,2077180483.0,151209,Firenze,Toscana,www.leatherluxury.it/it/dett/122/pelletteria-happening/,,,,,,,
SUOLIFICIO ELEFANTE S.R.L.,367720430.0,152020,Macerata,Marche,http://www.elefantesuolificio.it,,,,,,,
ALMINI S.R.L.,1164230185.0,152010,Pavia,Lombardia,www.almini.com,,,,,,,
PEZZOL INDUSTRIES S.R.L.,269260725.0,152010,Barletta-Andria-Trani,Puglia,www.pezzol.com,,,,,,,
CALZATURIFICIO MARUSKA - S.R.L.,493560502.0,152010,Pisa,Toscana,www.maruska.it,1510.0,https://www.maruska.it,1.0,www.maruska.it,Status.SUCCESS,200.0,True
BARBAROSA SRL,2030670281.0,152010,Padova,Veneto,www.antoniobarbato.store,,,,,,,
FORMABOOTS S.P.A.,6729650967.0,152010,Treviso,Veneto,www.formaboots.com,,,,,,,
MARCHETTO PELLAMI S.P.A.,980470298.0,151100,Roma,Lazio,marchettopellami.com,,,,,,,
CONCERIA 800 S.P.A.,113450506.0,151100,Pisa,Toscana,conceria800.it,,,,,,,
CONCERIA MASINI S.P.A.,1922320500.0,151100,Pisa,Toscana,gruppoconceriemasini.com,,,,,,,
CALZATURIFICIO ELKA SRL,2447050754.0,152010,Lecce,Puglia,www.grazianomaggio.com,,,,,,,
PROPEL S.R.L.,1833240474.0,151209,Firenze,Toscana,www.propel.it,,,,,,,
DMD SOLOFRA S.P.A.,261660641.0,151100,Avellino,Campania,www.dmdsolofra.it,,,,,,,
FTG SAFETY SHOES S.R.L.,152390241.0,152010,Vicenza,Veneto,www.ftg-safety.com,,,,,,,
RAFF S.R.L.,2066230240.0,151100,Vicenza,Veneto,www.wetblueraff.com,,,,,,,
CALZATURIFICIO MODA ITALIANA SRL,2335940397.0,152010,Ravenna,Emilia-Romagna,www.modaita.it,,,,,,,
CONCERIA IL CIGNO S.R.L.,114880503.0,151100,Pisa,Toscana,conceriailcigno.com,,,,,,,
EFFEMME SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE EFFEMME S.R.L.,1192170445.0,152010,Fermo,Marche,effemme.it,,,,,,,
MARA BINI S.R.L.,2223770286.0,152000,Padova,Veneto,mara-bini.it,,,,,,,
CONCERIA BENETTI S.R.L.,163130248.0,151100,Vicenza,Veneto,http://www.conceriabenetti.com,,,,,,,
FRASSINETI S.R.L.,2338430487.0,151200,Firenze,Toscana,www.lafrassineti.it,,,,,,,
O-THREE S.R.L.,3760900260.0,152010,Treviso,Veneto,www.o-three.eu,,,,,,,
ANGELA S.R.L.,7837871214.0,151209,Napoli,Campania,www.angelasrl.com,,,,,,,
TRIO S.R.L.,1620680445.0,151100,Fermo,Marche,www.trio-italia.it,,,,,,,
ERREPLUS SADDLERY S.R.L.,3768550240.0,151200,Vicenza,Veneto,www.erreplus.us,,,,,,,
CONCERIA BELVEDERE S.R.L.,3742800240.0,151100,Vicenza,Veneto,http://www.conceriabelvedere.com,,,,,,,
LUNA S.R.L.,1274180445.0,152010,Fermo,Marche,www.lunashoes.it,,,,,,,
PRODOTTI ALFA S.R.L.,174390187.0,151100,Pavia,Lombardia,prodottialfa.eu,,,,,,,
ROCES - S.R.L.,301810263.0,152010,Treviso,Veneto,www.roces.com,,,,,,,
LEATHERLINE INTERNATIONAL S.R.L.,3793570247.0,151100,Vicenza,Veneto,www.leatherlinesrl.it,,,,,,,
THIKEM S.R.L.,1479820506.0,151100,Vicenza,Veneto,www.thimeco.it,,,,,,,
CANAPE' S.R.L.,4697580720.0,152010,Barletta-Andria-Trani,Puglia,www.canapecalzature.it,,,,,,,
CALZATURIFICIO ILARIA S.R.L.,884030529.0,152010,Siena,Toscana,www.ilariasrl.com,,,,,,,
CONCERIA BERTINI FRANCO 1972 S.R.L.,443510508.0,151100,Pisa,Toscana,www.conceriabertini.it,,,,,,,
S.I.L.C.E.A. SOCIETA' INDUSTRIALE LAVORAZIONE CUOIO E AFFINI SOC. A R.L.,143720407.0,152020,Forlì-Cesena,Emilia-Romagna,www.silcea.com,,,,,,,
ARSENALE 5 S.R.L.,4270080262.0,152010,Treviso,Veneto,www.panchic.it,,,,,,,
CALZATURIFICIO AUGUSTA S.R.L.,319690509.0,152000,Pisa,Toscana,http://www.augustashoes.it,,,,,,,
CALZATURIFICIO STEPHEN S.R.L.,2168400246.0,152010,Vicenza,Veneto,stephen.it,,,,,,,
D.L. LEATHER S.R.L.,4005870656.0,151100,Salerno,Campania,www.dlleather.it,,,,,,,
METAL SERVICE S.R.L.,779450675.0,151209,Teramo,Abruzzo,www.metalservice.net,,,,,,,
GINS S.R.L.,4195790482.0,151209,Firenze,Toscana,www.lustampa.it,,,,,,,
CALZATURIFICIO ANTIS S.R.L.,486590268.0,152010,Treviso,Veneto,www.antis.it,,,,,,,
GUIDI 1896 S.R.L.,1235040472.0,152010,Pistoia,Toscana,www.guidirosellini.com,,,,,,,
CONCATO GILBERTO SRL,2650780246.0,151100,Vicenza,Veneto,www.concatogilberto.com,,,,,,,
GIRZA S.R.L.,2031590231.0,152010,Verona,Veneto,zencalzature.it,,,,,,,
STOKTON SRL,1118700473.0,152010,Pistoia,Toscana,stokton.it,,,,,,,
WHITE LINE S.R.L.,2190221206.0,151100,Milano,Lombardia,whiteline.it,,,,,,,
RADAR LEATHER DIVISION S.R.L. SIGLA RADAR SRL,3832860484.0,151209,Firenze,Toscana,www.radar1957.it,,,,,,,
TIGLIO 2000 - S.R.L.,994330504.0,152010,Pisa,Toscana,www.tiglioshoes.it,,,,,,,
DEL VACCHIO LEATHER DIFFUSION SOCIETA' A RESPONSABILITA' LIMITATA IN ABBREVIAZIONE DEL VACCHIO LEATHER DIFFUSION S.R.L.,1993760642.0,151100,Avellino,Campania,www.delvacchioleather.it,,,,,,,
BANTI SOCIETA' COMMERCIALE S.R.L. IN LIQUIDAZIONE,1130200502.0,151100,Pisa,Toscana,www.conceriaalaska.it,,,,,,,
JELKOM S.R.L.,2043360979.0,152010,Prato,Toscana,www.jelkom.com,,,,,,,
CALZATURIFICIO VALBRENTA S.R.L.,791230279.0,152010,Venezia,Veneto,www.calzaturificiovalbrenta.com,,,,,,,
TEMPESTI S.P.A.,1077790507.0,151100,Pisa,Toscana,www.tempesti.com,,,,,,,
NUOVA ANTILOPE S.R.L.,1376950505.0,151100,Pisa,Toscana,www.nuovaantilope.it,,,,,,,
SUOLIFICIO DEL PAPA S.R.L.,918390436.0,152020,Macerata,Marche,www.delpapa.com,,,,,,,
CALZATURIFICIO BALDAN 88 S.R.L.,2357750278.0,152010,Venezia,Veneto,http://www.baldan.it,,,,,,,
ANNAPAOLA S.R.L.,3573500752.0,152010,Lecce,Puglia,www.denirobootco.com,,,,,,,
CALZATURIFICIO GIORGIO FABIANI S.R.L.,1505960441.0,152010,Fermo,Marche,www.giorgiofabiani.it,,,,,,,
PERWANGER S.R.L.,2387290212.0,151100,Bolzano/Bozen,Trentino-Alto Adige,perwangerleather.com,,,,,,,
CALZATURIFICIO LUCA GROSSI S.R.L.,954790473.0,152010,Pistoia,Toscana,www.lucagrossi.store,,,,,,,
CONCERIA JUNIOR -S.P.A.,142210244.0,151100,Vicenza,Veneto,conceriajunior.it,,,,,,,
CESPO S.R.L.,4943901217.0,152010,Napoli,Campania,www.calzaturificiocespo.com,,,,,,,
EXCLUSIVE S.R.L.,1710430511.0,152010,Arezzo,Toscana,m.exclusivesrl.com,,,,,,,
CALZATURIFICIO ANGELO COPPOLA S.R.L.,5014910961.0,152010,Milano,Lombardia,www.angelocoppola.eu,,,,,,,
MANIFATTURE IL FARO S.R.L.,223440504.0,152010,Pisa,Toscana,www.manifattureilfaro.it,,,,,,,
MARCO SHOES S.R.L.,1712230505.0,152020,Pisa,Toscana,www.marcoshoes.it,,,,,,,
DIEMME FASHION GROUP SRL,4550470266.0,152010,Treviso,Veneto,www.calzaturificiodiemme.it,,,,,,,
CALZATURIFICIO BRUNATE SPA,2193780133.0,152000,Como,Lombardia,www.calzaturificiobrunate.it,,,,,,,
DANIMARC S.R.L.,1411490509.0,152010,Pisa,Toscana,www.danimarc.it,,,,,,,
MIRIAL SOCIETA' A RESPONSABILITA' LIMITATA ALTRIMENTI ENUNCIABILE MIRIAL S.R.L.,1689330445.0,152010,Fermo,Marche,http://mirial-srl.business.site,,,,,,,
PELLETTERIA FIORENTINA MONTECRISTO S.R.L.,6655690482.0,151209,Firenze,Toscana,pelletteriafiorentinamontecristo.it,,,,,,,
ANTICA CUOIERIA GRG SRL,1252650443.0,152020,Fermo,Marche,www.grganticacuoieria.it,,,,,,,
HENDERSON S.R.L.,2005720285.0,152010,Padova,Veneto,www.hendersonbaracco.com,,,,,,,
VITTORIO VIRGILI S.R.L.,757210448.0,152010,Fermo,Marche,www.vittoriovirgili.com,,,,,,,
CONCERIA MILANESE S.P.A.,7502850154.0,151100,Milano,Lombardia,www.conceriamilanese.it,,,,,,,
CONCERIA SABRINA S.R.L.,3601150240.0,151100,Vicenza,Veneto,www.conceriasabrina.com,,,,,,,
EVERYN S.R.L.,1455470508.0,152010,Pisa,Toscana,www.calzaturificioeveryn.it,,,,,,,
ANTARES SRL,4062950243.0,151100,Vicenza,Veneto,www.antares3.it,,,,,,,
TACCHIFICIO DI MOLINELLA S.P.A.,580401206.0,152010,Bologna,Emilia-Romagna,www.tacchificiomolinella.it,,,,,,,
STRATEGIA SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE STRATEGIA S.R.L.,1146180433.0,152010,Macerata,Marche,www.strategiashoes.com,,,,,,,
FIRENZE MODA S.R.L.,912410487.0,151209,Firenze,Toscana,www.firenzemodasrl.it,,,,,,,
ELDA TRADE SRL .,1006570434.0,151200,Macerata,Marche,www.gianniconti.com,,,,,,,
DOMINA S.R.L.,1308660503.0,152010,Firenze,Toscana,www.dominashoes.com,,,,,,,
DIOTTO S.R.L.,4704790262.0,152010,Treviso,Veneto,www.diotto.com,,,,,,,
MARCHESINI S.R.L.,2174170239.0,152010,Verona,Veneto,www.marchesinicalzature.com,,,,,,,
SCAMOSCERIA ASTICO SRL,147470249.0,151100,Vicenza,Veneto,astico.com,,,,,,,
MIAMI SRL,996700431.0,152020,Macerata,Marche,www.miamisrl.co,,,,,,,
CONCERIA AMBASSADOR - S.P.A.,1027140506.0,151100,Pisa,Toscana,www.ambassadorconceria.it,,,,,,,
ARKIMEDIA S.R.L.,2607930282.0,151209,Padova,Veneto,arkimediagroup.it,,,,,,,
TIGAMARO S.R.L,1560111005.0,151209,Macerata,Marche,www.tigamaro.it,,,,,,,
CHIORINO VENETO S.R.L.,1889470264.0,151100,Treviso,Veneto,www.chiorino.com,,,,,,,
CONCERIA U.RUSSO S.R.L.,1970610638.0,151100,Napoli,Campania,www.umbertorusso.it,,,,,,,
CESARE MARTINOLI - CAIMAR S.R.L. O PER BREVITA' CAIMAR S.R.L.,182320184.0,152010,Pavia,Lombardia,cesaremartinoli.it,,,,,,,
CONCERIA FRACCA S.R.L.,3645720248.0,151100,Vicenza,Veneto,fracca.net,,,,,,,
ITAL LEATHER SOURCE S.R.L.,3578480240.0,151100,Vicenza,Veneto,www.italleathersource.it,,,,,,,
MOFRA SHOES S.R.L.,4262310727.0,152010,Barletta-Andria-Trani,Puglia,www.2star.it,,,,,,,
CALZATURIFICIO EFFE TRE S.R.L.,1151070263.0,152010,Treviso,Veneto,www.effetresrl.it,,,,,,,
ONLY LEATHER S.R.L.,5023080483.0,151209,Firenze,Toscana,www.onlyleathersrl.com,,,,,,,
JACO PELLAMI SRL,3349330237.0,151100,Verona,Veneto,www.jacopellami.it,,,,,,,
PODARTIS SRL,3669600268.0,152010,Treviso,Veneto,www.podartis.it,,,,,,,
GRUPPO FRANGIPANI S.R.L.,1976020519.0,151209,Arezzo,Toscana,http://www.gruppofrangipani.it,,,,,,,
NOPE S.R.L.,3843310248.0,151100,Vicenza,Veneto,www.nopeleather.it,,,,,,,
MAPEL COMPONENTS S.R.L.,1884090125.0,151209,Varese,Lombardia,www.mapeltextile.com,,,,,,,
CONCERIA MARCO POLO S.R.L.,631810249.0,151100,Vicenza,Veneto,www.conceriamarcopolo.com,,,,,,,
BIAFER S.R.L.,1786400125.0,152020,Varese,Lombardia,www.solettificiobiafer.it,,,,,,,
SUOLIFICIO G.F.G. S.R.L.,363700501.0,152010,Pisa,Toscana,www.suolificiogfg.it,,,,,,,
CONCERIA CO.RI.PEL. S.P.A.,5013500482.0,151100,Firenze,Toscana,www.coripel.it,,,,,,,
ARTIGIANO DEL CUOIO - S.R.L.,993370501.0,151100,Pisa,Toscana,www.artigiano.it,,,,,,,
CALZATURIFICIO GIOVANNI FABIANI S.R.L.,966430449.0,152010,Fermo,Marche,http://www.fabiani.com,,,,,,,
"CONCERIA VIGNOLA S.R.L. DI VIGNOLA GERARDINO RAFFAELE & UMBER- TO , IN ABBREVIAZIONE CONCERIA VIGNOLA S.R.L.",1902810645.0,151100,Milano,Lombardia,www.conceriavignola.it,,,,,,,
CALZATURE F.LLI LOTTI S.R.L.,6328300725.0,152010,Barletta-Andria-Trani,Puglia,www.calzaturelotti.it,,,,,,,
GINO FERRUZZI S.R.L.,4413110489.0,151209,Firenze,Toscana,www.ginoferruzzi.it,,,,,,,
PARISINI PELLETTERIE S.R.L.,510250376.0,151200,Bologna,Emilia-Romagna,www.parisinipelletterie.com,,,,,,,
B.M. S.R.L.,1682590474.0,152020,Pistoia,Toscana,www.bmsrl.info,,,,,,,
ENTERPRISE - S.R.L.,1120190507.0,151100,Pisa,Toscana,http://www.conceriaenterprise.it,,,,,,,
GIDUE PELLAMI S.R.L.,3686360243.0,151100,Vicenza,Veneto,www.giduepellami.com,,,,,,,
ITALBORDI SRL,4157620271.0,152020,Venezia,Veneto,www.italbordi.com,,,,,,,
BRENTA SUOLE S.R.L.,804250280.0,152020,Padova,Veneto,www.delbrenta.com,,,,,,,
VEGA HOLSTER S.R.L.,1300980503.0,151209,Pisa,Toscana,vegaholster.com,,,,,,,
PLABER S.R.L.,3312270246.0,151209,Vicenza,Veneto,www.plaber.it,,,,,,,
MARLEATHER SRL,3738010242.0,151100,Vicenza,Veneto,www.marleather.com,,,,,,,
FRATELLI GUARINO DI DONATO S.R.L.,77660645.0,151100,Avellino,Campania,www.flliguarino.it,,,,,,,
S.P.A.C. S.R.L.,451540231.0,152020,Verona,Veneto,http://www.spac.it,,,,,,,
CALZATURIFICIO PERON S.R.L.,330560277.0,152010,Venezia,Veneto,www.peronshoes.it,,,,,,,
CALBA - S.R.L.,779810126.0,152010,Varese,Lombardia,http://www.calba.it,,,,,,,
SND SRL,1903590436.0,152010,Macerata,Marche,www.searchndesign.com,,,,,,,
GISER S.R.L.,7318580631.0,152010,Napoli,Campania,www.albano.it,,,,,,,
ASG INTERNATIONAL S.R.L.,3655610248.0,151209,Vicenza,Veneto,www.asgint.com,,,,,,,
CALZATURIFICIO MARTINI S.R.L.,1103500037.0,152020,Novara,Piemonte,www.calzaturificiomartini.it,,,,,,,
CALZATURIFICIO FRATELLI VANNI S.R.L.,125350504.0,152000,Pisa,Toscana,www.calzaturificiofratellivanni.it,,,,,,,
PELLETTERIA P.A.M. - S.R.L.,494570484.0,151209,Firenze,Toscana,www.pell-pam.it,,,,,,,
CALZATURIFICIO NAVAYOS S.R.L.,928080472.0,152010,Pistoia,Toscana,www.sturlini.com,,,,,,,
EXIN GROUP - S.R.L.,5560540485.0,151209,Firenze,Toscana,minobossi.it,,,,,,,
VILLA GROUP SRL,2913740961.0,152010,Monza e della Brianza,Lombardia,www.villagroup.net,,,,,,,
CALZATURIFICIO PORTLAND'S S.P.A.,1238030447.0,152000,Fermo,Marche,www.portlands.it,,,,,,,
CONCERIA MARTINI PIO - S.P.A.,120650502.0,151100,Pisa,Toscana,http://www.martinipio.it,,,,,,,
LEWER CALZATURE TECNICHE - S.R.L.,2874720655.0,152010,Salerno,Campania,www.lewer.it,,,,,,,
CALZATURIFICIO AMBRA CAVALLINI S.R.L.,113150502.0,152010,Pisa,Toscana,www.calzaturificioambra.it,,,,,,,
EDDY RICAMI PROJECT S.R.L.,1342360433.0,152020,Macerata,Marche,eddyricami.it,,,,,,,
CUOIFICIO LA QUERCE -S.R.L.,396130502.0,151100,Pisa,Toscana,www.laquerce.it,,,,,,,
CALZATURIFICIO CARISMA S.R.L.,3884170485.0,152010,Firenze,Toscana,www.calzcarisma.com,,,,,,,
FRANCO ROMAGNOLI & C S.R.L.,1509060438.0,152010,Macerata,Marche,romagnoli.com,,,,,,,
SOCIETE' DE CUIR LES RIVES S.R.L.,1935480507.0,151100,Pisa,Toscana,www.lesrivesconceria.it,,,,,,,
CALZATURIFICIO MGT S.R.L.,900540675.0,152010,Teramo,Abruzzo,http://www.calzaturificiomgt.com,,,,,,,
ORICE - S.R.L.,482800505.0,151100,Pisa,Toscana,www.orice.com,,,,,,,
TACCHIFICIO VILLA CORTESE -S.R.L.,810970152.0,152020,Milano,Lombardia,tvcgroup.it,,,,,,,
CALZATURIFICIO VICTOR S.R.L.,4824570487.0,152000,Firenze,Toscana,www.calzaturificiovictor.it,,,,,,,
VALLE ESINA - S.P.A.,91920439.0,151100,Macerata,Marche,valleesina.it,,,,,,,
STIL TRE SOCIETA' A RESPONSABILITA' LIMITATA,2906120239.0,152010,Verona,Veneto,www.esseutesse.it,,,,,,,
TACCHIFICIO PIENNE S.R.L.,1448610517.0,152020,Arezzo,Toscana,tacchificiopienne.it,,,,,,,
BELT SYSTEM SRL,3812350266.0,152010,Treviso,Veneto,www.beltsystem.it,,,,,,,
CONCERIA JOLLY S.P.A.,686900242.0,151100,Vicenza,Veneto,conceriajolly.it,,,,,,,
LUNATIKA S.R.L.,1736630672.0,151209,Teramo,Abruzzo,http://www.lunatikabags.it,,,,,,,
PRINCIPE - S.P.A.,214410128.0,151209,Varese,Lombardia,www.principe.it,,,,,,,
LOMAR LAVORAZIONE PELLI S.R.L.,2002810246.0,151100,Vicenza,Veneto,www.concerialomar.it,,,,,,,
CALZATURIFICIO MICHIELON S.R.L.,323640276.0,152010,Venezia,Veneto,www.lm-michielon.com,,,,,,,
FRAGO S.R.L.,168010437.0,152020,Macerata,Marche,moma.it,,,,,,,
3 C PELLETTERIE S.R.L.,5694190488.0,151209,Firenze,Toscana,http://www.3cpelletterie.it,,,,,,,
INDUSTRIA CONCIARIA MONTORSO S.R.L.,3488330246.0,151100,Vicenza,Veneto,www.industriaconciariamontorso.com,,,,,,,
CONCERIA 3S S.R.L.,2149960508.0,151100,Pisa,Toscana,www.selispa.it,,,,,,,
SOLAZZO CALZATURE S.R.L.,2233530183.0,152010,Pavia,Lombardia,https://calzaturesolazzo.it,,,,,,,
SOLEDAN - S.R.L.,1427990401.0,152010,Forlì-Cesena,Emilia-Romagna,www.soledan.191.it,,,,,,,
A22 SRL,3947580241.0,151100,Vicenza,Veneto,www.a22conceria.com,,,,,,,
FASHION STUDIOS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,6783060483.0,151209,Firenze,Toscana,www.fashionstudios.it,,,,,,,
DIKE SRL,5095250287.0,152010,Padova,Veneto,dike.works,,,,,,,
DON DIEGO S.R.L.,1517770432.0,152020,Macerata,Marche,www.dondiego.net,,,,,,,
REPTILIS SRL,1971480502.0,151100,Pisa,Toscana,http://www.reptilis.it,,,,,,,
GIFAL LORENZO MONTERISI S.R.L.,7783590727.0,152010,Bari,Puglia,lorenzo-mari.com,,,,,,,
CINTURIFICIO GP & MAX S.R.L.,7333400633.0,151209,Napoli,Campania,gpemax.com,,,,,,,
