Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website,URLPositivo,NellaHomepage,Significativo,EsitoRichiesta,CodiceRisposta
LAMONTI CUOIO S.P.A. SOCIETA' BENEFIT,1294790504.0,151100.0,Pisa,Toscana,www.lamonti.it,,,,SUCCESSO,200.0
CALZATURIFICIO 5 BI S.R.L.,4056210729.0,152010.0,Barletta-Andria-Trani,Puglia,www.bicap.it,,,,SUCCESSO,200.0
MARIO LEVI ITALIA S.R.L,3099810248.0,151100.0,Vicenza,Veneto,www.marioleviitalia.it,,,,SUCCESSO,200.0
CONCERIA FERRARI S.R.L.,1588520245.0,151100.0,Vicenza,Veneto,http://www.ferrarilasi.it/conceria,,,,SUCCESSO,404.0
CONCERIA SAN BIAGIO S.R.L.,922430244.0,151100.0,Vicenza,Veneto,www.vicenzapelli.com,,,,SUCCESSO,200.0
GIOVANNI MONTE S.R.L.,4608190965.0,152010.0,Milano,Lombardia,www.assocalzaturifici.it/ancimain/crm?id=432,,,,SUCCESSO,200.0
CONCERIA PEGASO S.P.A.,1158910503.0,151100.0,Firenze,Toscana,www.albagroup.it,,,,SUCCESSO,200.0
ATELIER HCI S.R.L.,8866610960.0,152010.0,Milano,Lombardia,www.hermes.com,,,,SUCCESSO,403.0
FONPELLI - S.P.A.,1705980249.0,151100.0,Vicenza,Veneto,www.fonpelli.it,,,,SUCCESSO,200.0
CALZATURIFICIO DEMA S.R.L.,2742450618.0,152010.0,Caserta,Campania,www.demacalzature.it,,,,SUCCESSO,200.0
LES FEMMES S.R.L.,1681430441.0,152010.0,Fermo,Marche,www.calzaturificiolesfemmes.com,,,,SUCCESSO,200.0
DERMA SOCIETA' A RESPONSABILITA' LIMITATA,207330648.0,151100.0,Avellino,Campania,http://www.conceriaderma.it,,,,SUCCESSO,200.0
CONCERIA ZONTA - S.P.A.,144240249.0,151100.0,Vicenza,Veneto,http://www.conceriazonta.com,,,,SUCCESSO,200.0
OPERA S.R.L.,1970310502.0,151100.0,Pisa,Toscana,www.conceriaopera.it,,,,SUCCESSO,200.0
BBM INTERNATIONAL S.R.L.,11945150156.0,151100.0,Milano,Lombardia,www.bbminternational.it,,,,SUCCESSO,503.0
LEMIE - S.P.A.,583700166.0,151209.0,Bergamo,Lombardia,www.lemie.it,,,,SUCCESSO,200.0
DA.MI. - S.R.L.,412840449.0,152020.0,Fermo,Marche,dami.it,,,,SUCCESSO,200.0
CALZATURIFICIO PANDA SPORT,263440745.0,152000.0,Brindisi,Puglia,www.pandasafety.com,,,,SUCCESSO,200.0
CALZATURIFICIO PATRIZIA S.R.L.,679350983.0,152010.0,Brescia,Lombardia,www.patriziashoes.com,,,,SUCCESSO,200.0
CALZATURIFICIO ZAMBERLAN S.R.L.,1274380243.0,152010.0,Vicenza,Veneto,eu.zamberlan.com,,,,SUCCESSO,200.0
CALZATURIFICIO CALLEGARI S.R.L.,762630291.0,152010.0,Rovigo,Veneto,callegaricalzature.it,,,,SUCCESSO,200.0
CONCERIA LA VENETA S.P.A.,2721270243.0,151100.0,Vicenza,Veneto,www.concerialaveneta.com,,,,SUCCESSO,200.0
CURTIBA INDUSTRIA CONCIARIA SPA,1419160500.0,151100.0,Pisa,Toscana,www.curtiba.it,,,,SUCCESSO,200.0
CARASCO S.P.A.,1361760505.0,151100.0,Pisa,Toscana,www.carasco.eu,,,,SUCCESSO,200.0
ESAPEL - S.P.A.,1235840244.0,151100.0,Vicenza,Veneto,www.esapel.com,,,,SUCCESSO,200.0
MOSAICON SHOES S.R.L.,3177461203.0,152010.0,Pavia,Lombardia,mariocerutti.it,,,,SUCCESSO,200.0
DOUCAL'S S.R.L.,1025590447.0,152010.0,Fermo,Marche,www.doucals.com,,,,SUCCESSO,200.0
GGDB / SIRIO S.R.L.,4095090611.0,152010.0,Napoli,Campania,www.calzaturificiosirio.it,,,,SUCCESSO,200.0
ZEIS EXCELSA S.P.A.,101700441.0,152010.0,Fermo,Marche,www.zeisexcelsa.it,,,,SUCCESSO,200.0
CONCERIA TOLIO S.P.A.,164110249.0,151100.0,Vicenza,Veneto,conceriatolio.com,,,,SUCCESSO,200.0
VIGNOLA NOBILE S.P.A.,2362030641.0,151100.0,Avellino,Campania,http://www.vignolanobile.com,,,,SUCCESSO,200.0
VICTORIA - S.R.L.,1084560505.0,151100.0,Pisa,Toscana,conceriavictoria.it,,,,SUCCESSO,200.0
CLEO BOTTIER F.LLI MONDELLINI SRL,380580159.0,152010.0,Milano,Lombardia,www.cleobottier.com,,,,ERRORE,
PANTHER SRL,4340280280.0,152010.0,Padova,Veneto,panthersafety.it,,,,SUCCESSO,200.0
ALBA & N.S.R.L.,6471190725.0,152010.0,Barletta-Andria-Trani,Puglia,www.albaen.it,,,,SUCCESSO,200.0
M & G SRL,692420268.0,152010.0,Treviso,Veneto,www.megfootwear.com,,,,SUCCESSO,200.0
CALZATURIFICIO FRATELLI SOLDINI - S.P.A.,100020510.0,152010.0,Arezzo,Toscana,calzaturificiosoldini.it,,,,SUCCESSO,200.0
CALZATURIFICIO MARITAN S.P.A.,2443890237.0,152000.0,Verona,Veneto,www.calzaturificiomaritanspa.it,,,,SUCCESSO,200.0
B.S.Z. S.P.A.,285570248.0,151100.0,Vicenza,Veneto,www.bszitaly.com,,,,SUCCESSO,200.0
CONCERIA GUERINO S.R.L.,7997520155.0,151100.0,Milano,Lombardia,www.conceriaguerino.it,,,,SUCCESSO,200.0
CORIUM LINE SRL,2749870164.0,151209.0,Padova,Veneto,www.coriumlinepelletterie.com,,,,SUCCESSO,200.0
SANLORENZO S.P.A.,1510810508.0,151100.0,Pisa,Toscana,www.sanlorenzospa.it,,,,SUCCESSO,200.0
ONLY FRANK S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA,2203990649.0,151100.0,Salerno,Campania,www.onlyfrank.it,,,,SUCCESSO,200.0
DALLA BENETTA LUIGI S.R.L.,1908730243.0,151100.0,Vicenza,Veneto,www.dallabenetta.com,,,,SUCCESSO,200.0
S.I.R.I.O. LAVORAZIONE CONCIARIA S.R.L.,3028980484.0,151100.0,Firenze,Toscana,http://www.sirio-srl.it,,,,ERRORE,
JERA S.R.L.,3407490246.0,151100.0,Vicenza,Veneto,www.jera.eu,,,,SUCCESSO,200.0
POLETTO S.R.L.,2626120246.0,151100.0,Vicenza,Veneto,www.polettoleathers.com,,,,SUCCESSO,200.0
LELLI KELLY - SOCIETA' PER AZIONI ABBREVIABILE IN: LELLI KELLY S.P.A.,1063110462.0,152010.0,Lucca,Toscana,www.lellikelly.it,,,,SUCCESSO,200.0
GRUPPO SELLERIA EQUIPE S.P.A.,2601230242.0,151209.0,Vicenza,Veneto,www.selleriaequipe.it,,,,SUCCESSO,200.0
CUNIAL - COMPONENTS S.R.L.,4152250264.0,152010.0,Treviso,Veneto,www.cunial.it,,,,SUCCESSO,200.0
A.B. FLORENCE S.R.L.,2159880489.0,151209.0,Firenze,Toscana,abflorence.it,,,,SUCCESSO,200.0
CUOIFICIO BISONTE S.P.A.,115010506.0,151100.0,Pisa,Toscana,www.cuoificiobisonte.it,,,,SUCCESSO,200.0
OVER TEAK S.R.L.,4130560727.0,152010.0,Barletta-Andria-Trani,Puglia,uniwork.it,,,,SUCCESSO,200.0
MEET ITALIA SRL,1843370261.0,152010.0,Treviso,Veneto,http://www.meetitalia.it,,,,SUCCESSO,200.0
CLUB SHOES S.R.L.,2212040469.0,152010.0,Lucca,Toscana,www.clubshoessrl.com,,,,ERRORE,
LORIBLU SPA,2109250445.0,152010.0,Fermo,Marche,it.loriblu.com,,,,SUCCESSO,200.0
EURASIA S.R.L.,2715810285.0,152010.0,Venezia,Veneto,pos.eurasia.is.it,,,,SUCCESSO,200.0
GIASCO S.R.L.,2442840241.0,152010.0,Vicenza,Veneto,www.giasco.com,,,,ERRORE,
CALZATURIFICIO DEI COLLI - S.R.L.,157830209.0,152010.0,Mantova,Lombardia,www.deicolli.it,,,,SUCCESSO,503.0
PELLICAN S.R.L.,2238630483.0,151100.0,Firenze,Toscana,www.pellican.it,,,,SUCCESSO,200.0
CONCERIA TRIS SPA,163270242.0,151100.0,Vicenza,Veneto,www.conceriatris.it,,,,SUCCESSO,200.0
SUOLIFICIO NEGRO SRL,3080020260.0,152020.0,Treviso,Veneto,www.negroweb.it,,,,SUCCESSO,200.0
PRIMORPELLI S.P.A.,1112170509.0,151100.0,Pisa,Toscana,http://www.primorpelli.it,,,,SUCCESSO,200.0
SICAP S.R.L.,1537730440.0,152010.0,Fermo,Marche,www.lesilla.com,,,,SUCCESSO,200.0
BOEMOS S.P.A. - INDUSTRIA CALZATURE,4340070483.0,152010.0,Firenze,Toscana,www.boemos.it,,,,SUCCESSO,200.0
NATCO S.P.A.,4154010724.0,151100.0,Bari,Puglia,www.natuzzi.com,,,,SUCCESSO,200.0
LEVA S.P.A.,4848830016.0,151209.0,Torino,Piemonte,www.levaspa.com,,,,SUCCESSO,200.0
VOLPI CONCERIE S.P.A.,1702320506.0,151100.0,Pisa,Toscana,www.volpiconcerie.it,,,,SUCCESSO,200.0
ECOPELL 2000 S.R.L.,1506490505.0,151100.0,Pisa,Toscana,www.ecopell.it,,,,SUCCESSO,200.0
LSM S.R.L.,3546700612.0,151209.0,Caserta,Campania,http://www.lsmsrl.com,,,,SUCCESSO,200.0
PREALPINA S.R.L.,2630900245.0,151100.0,Vicenza,Veneto,www.prealpinatannery.com,,,,SUCCESSO,200.0
GALIZIO TORRESI S.R.L.,1713220430.0,152010.0,Macerata,Marche,www.galiziotorresi.it,,,,SUCCESSO,200.0
BAMBOLETTA - S.R.L.,1096680432.0,152010.0,Macerata,Marche,www.bamboletta.it,,,,SUCCESSO,200.0
ZETATI - S.R.L.,3225520489.0,151209.0,Firenze,Toscana,www.zetati.it,,,,SUCCESSO,200.0
CALZATURIFICIO EMMEGIEMME SHOES S.R.L.,2649330756.0,152010.0,Lecce,Puglia,www.maimai.it,,,,SUCCESSO,200.0
CONCERIA TRUST S.R.L.,3702050240.0,151100.0,Vicenza,Veneto,conceriatrust.it,,,,SUCCESSO,200.0
SALMASO VENEZIA S.R.L.,4600820270.0,152010.0,Venezia,Veneto,www.salmasovenezia.it,,,,SUCCESSO,200.0
GEMINI ITALIA S.P.A.,1362570184.0,152000.0,Brescia,Lombardia,www.geminitalia.it,,,,SUCCESSO,200.0
TIESSE S.P.A.,3152120261.0,152010.0,Treviso,Veneto,http://www.tiessespa.it,,,,SUCCESSO,200.0
CONCERIA LEONICA S.P.A.,168590248.0,151100.0,Vicenza,Veneto,www.leonica.com,,,,SUCCESSO,200.0
MUSTANG S.R.L.,4013670486.0,152010.0,Firenze,Toscana,www.calzaturificiomustang.it,,,,SUCCESSO,200.0
GIANO S.R.L.,733460448.0,152010.0,Fermo,Marche,www.giano.eu,,,,SUCCESSO,200.0
PELLETTERIE BIANCHI E NARDI S.P.A.,385830484.0,151209.0,Firenze,Toscana,www.bianchienardi.it,,,,SUCCESSO,200.0
CONCERIA ITALIA S.P.A.,79430245.0,151100.0,Vicenza,Veneto,www.conceriaitalia.com,,,,SUCCESSO,200.0
SUOLIFICIO MAGONIO S.R.L.,4515490482.0,152020.0,Firenze,Toscana,www.suolificiomagonio.it,,,,SUCCESSO,200.0
CHIORINO TECHNOLOGY S.P.A.,2181730025.0,151100.0,Milano,Lombardia,chiorinotechnology.com,,,,SUCCESSO,200.0
CONCERIA FERRERO - S.P.A.,5831810014.0,151100.0,Torino,Piemonte,http://www.conceriaferrero.com,,,,TIMEOUT,
AKSOLUT S.R.L.,3749900365.0,152010.0,Verona,Veneto,www.aksolut.com,,,,SUCCESSO,200.0
CAPPELLETTI S.R.L.,1205600446.0,152010.0,Fermo,Marche,www.cappelletti.it,,,,SUCCESSO,200.0
CALZATURIFICIO ROMIT S.P.A.,1218910444.0,152010.0,Fermo,Marche,www.romit.it,,,,SUCCESSO,200.0
RODO FIRENZE SOCIETA' PER AZIONI,1060350434.0,152010.0,Macerata,Marche,rodo.it,,,,SUCCESSO,200.0
CONCERIA LABA S.R.L.,2093530240.0,151100.0,Vicenza,Veneto,http://www.concerialaba.it,,,,SUCCESSO,200.0
LA BIESSEUNO S.R.L.,3178490235.0,151100.0,Verona,Veneto,labiesseuno.com,,,,SUCCESSO,200.0
ARTIGIANA FARNESE S.R.L.,1242860334.0,151200.0,Piacenza,Emilia-Romagna,www.artigianafarnese.it,,,,SUCCESSO,200.0
JOLLY SCARPE S.P.A.,1549260261.0,152010.0,Treviso,Veneto,www.jollyscarpe.com,,,,SUCCESSO,200.0
FALCO S.R.L.,2323210506.0,152010.0,Pisa,Toscana,www.marcoshoes.it,,,,SUCCESSO,200.0
LA SCARPA S.R.L.,1827950500.0,151100.0,Pisa,Toscana,www.mauriziocasini.it,,,,SUCCESSO,200.0
CONCERIA M2 S.R.L.,214710501.0,151100.0,Pisa,Toscana,www.conceriam2.com,,,,SUCCESSO,200.0
CONCERIA CERVINIA S.P.A.,349110239.0,151100.0,Verona,Veneto,cerviniaspa.it,,,,SUCCESSO,200.0
SERGIO NATALINI S.R.L.,1299680478.0,152010.0,Pistoia,Toscana,www.sergionatalini.it,,,,ERRORE,
ITALPELLI S.R.L.,956680292.0,151100.0,Vicenza,Veneto,http://www.italpelli.com,,,,SUCCESSO,200.0
EDEA S.R.L.,3621080260.0,152010.0,Treviso,Veneto,edeaskates.com,,,,SUCCESSO,200.0
ITALSFORM S.P.A.,1641560402.0,152020.0,Forlì-Cesena,Emilia-Romagna,www.italsform.it,,,,SUCCESSO,200.0
SI-FUR S.P.A.,1036910501.0,151100.0,Pisa,Toscana,www.eng.sifur.it,,,,SUCCESSO,200.0
ARZIGNANESE S.R.L.,2306830247.0,151100.0,Vicenza,Veneto,www.icaleather.it,,,,SUCCESSO,200.0
VINGI SHOES S.R.L. CON SOCIO UNICO,844870725.0,152010.0,Barletta-Andria-Trani,Puglia,http://www.vingishoes.com,,,,SUCCESSO,200.0
MONTANA S.P.A.,1297280503.0,151100.0,Pisa,Toscana,www.montana.it,,,,SUCCESSO,200.0
CALZATURIFICIO BUTTERO S.R.L.,3496950480.0,152010.0,Firenze,Toscana,http://www.buttero.it,,,,SUCCESSO,200.0
P. & C. S.R.L.,4249361215.0,151209.0,Napoli,Campania,pec-srl.it,,,,SUCCESSO,200.0
SIVA SOCIETA' A RESPONSABILITA' LIMITATA,2704040423.0,152010.0,Ancona,Marche,rbrsl.com,,,,SUCCESSO,200.0
INDUSTRIA CONCIARIA EUROPA S.P.A. IN SIGLA I.C.E. S.P.A.,2033880242.0,151100.0,Vicenza,Veneto,iceleatherspa.com,,,,SUCCESSO,200.0
ERREUNO S.R.L.,1573520432.0,151209.0,Macerata,Marche,erreuno.com,,,,SUCCESSO,200.0
CONCERIA PALLADIO S.P.A.,2220950246.0,151100.0,Vicenza,Veneto,www.conceriapalladio.it,,,,SUCCESSO,200.0
HUGO BOSS SHOES & ACCESSORIES ITALIA S.P.A.,627910433.0,152010.0,Macerata,Marche,www.hugoboss.com,,,,SUCCESSO,200.0
OLANG S.P.A.,1910710266.0,152010.0,Treviso,Veneto,www.olang.it,,,,SUCCESSO,200.0
CALZATURIFICIO MADAF S.R.L.,340830470.0,152000.0,Pistoia,Toscana,http://www.calzaturificiomadaf.it,,,,ERRORE,
GEM S.R.L.,1910570504.0,152010.0,Pisa,Toscana,www.neroh.it,,,,SUCCESSO,200.0
CALZATURIFICIO MEXAS S.R.L.,934140294.0,152010.0,Rovigo,Veneto,http://www.mexas.it,,,,SUCCESSO,200.0
MAMIR S.R.L.,2217850987.0,152010.0,Brescia,Lombardia,www.mamir.it,,,,SUCCESSO,200.0
ART LAB S.R.L.,2102500507.0,151100.0,Pisa,Toscana,www.artlabsrl.eu,,,,SUCCESSO,200.0
SNAM DI MARCIGAGLIA ANTONIO & C. S.R.L.,1778050243.0,151100.0,Vicenza,Veneto,www.snamsrl.it,,,,SUCCESSO,200.0
CONCERIA ERREPI S.R.L.,540160249.0,151100.0,Vicenza,Veneto,www.conceriaerrepi.com,,,,SUCCESSO,200.0
BONISTALLI & STEFANELLI S.P.A.,114440506.0,151100.0,Pisa,Toscana,www.bonistallistefanelli.it,,,,SUCCESSO,200.0
DIGIERRE MODA S.R.L.,5662461218.0,152010.0,Napoli,Campania,www.digierremoda.it,,,,SUCCESSO,200.0
CALZATURIFICIO LUPARENSE S.R.L.,9607810158.0,152000.0,Padova,Veneto,luparense.net,,,,SUCCESSO,200.0
DANESI EVOLUTION S.R.L.,1152650527.0,151209.0,Siena,Toscana,www.danesievolution.it,,,,SUCCESSO,200.0
CONCERIA ZABRI S.P.A.,4147490488.0,151100.0,Firenze,Toscana,www.zabri.it,,,,SUCCESSO,200.0
PELLETTERIE HAPPENING S.R.L.,2077180483.0,151209.0,Firenze,Toscana,www.leatherluxury.it/it/dett/122/pelletteria-happening/,,,,SUCCESSO,200.0
SUOLIFICIO ELEFANTE S.R.L.,367720430.0,152020.0,Macerata,Marche,http://www.elefantesuolificio.it,,,,SUCCESSO,200.0
ALMINI S.R.L.,1164230185.0,152010.0,Pavia,Lombardia,www.almini.com,,,,SUCCESSO,200.0
PEZZOL INDUSTRIES S.R.L.,269260725.0,152010.0,Barletta-Andria-Trani,Puglia,www.pezzol.com,,,,SUCCESSO,200.0
BARBAROSA SRL,2030670281.0,152010.0,Padova,Veneto,www.antoniobarbato.store,,,,SUCCESSO,200.0
FORMABOOTS S.P.A.,6729650967.0,152010.0,Treviso,Veneto,www.formaboots.com,,,,SUCCESSO,200.0
MARCHETTO PELLAMI S.P.A.,980470298.0,151100.0,Roma,Lazio,marchettopellami.com,,,,SUCCESSO,200.0
CONCERIA 800 S.P.A.,113450506.0,151100.0,Pisa,Toscana,conceria800.it,,,,SUCCESSO,200.0
CONCERIA MASINI S.P.A.,1922320500.0,151100.0,Pisa,Toscana,gruppoconceriemasini.com,,,,SUCCESSO,200.0
CALZATURIFICIO ELKA SRL,2447050754.0,152010.0,Lecce,Puglia,www.grazianomaggio.com,,,,ERRORE,
PROPEL S.R.L.,1833240474.0,151209.0,Firenze,Toscana,www.propel.it,,,,SUCCESSO,200.0
DMD SOLOFRA S.P.A.,261660641.0,151100.0,Avellino,Campania,www.dmdsolofra.it,,,,SUCCESSO,200.0
FTG SAFETY SHOES S.R.L.,152390241.0,152010.0,Vicenza,Veneto,www.ftg-safety.com,,,,TIMEOUT,
RAFF S.R.L.,2066230240.0,151100.0,Vicenza,Veneto,www.wetblueraff.com,,,,SUCCESSO,200.0
CALZATURIFICIO MODA ITALIANA SRL,2335940397.0,152010.0,Ravenna,Emilia-Romagna,www.modaita.it,,,,SUCCESSO,200.0
CONCERIA IL CIGNO S.R.L.,114880503.0,151100.0,Pisa,Toscana,conceriailcigno.com,,,,SUCCESSO,200.0
EFFEMME SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE EFFEMME S.R.L.,1192170445.0,152010.0,Fermo,Marche,effemme.it,,,,SUCCESSO,200.0
MARA BINI S.R.L.,2223770286.0,152000.0,Padova,Veneto,mara-bini.it,,,,SUCCESSO,200.0
CONCERIA BENETTI S.R.L.,163130248.0,151100.0,Vicenza,Veneto,http://www.conceriabenetti.com,,,,ERRORE,
FRASSINETI S.R.L.,2338430487.0,151200.0,Firenze,Toscana,www.lafrassineti.it,,,,SUCCESSO,200.0
O-THREE S.R.L.,3760900260.0,152010.0,Treviso,Veneto,www.o-three.eu,,,,SUCCESSO,200.0
ANGELA S.R.L.,7837871214.0,151209.0,Napoli,Campania,www.angelasrl.com,,,,SUCCESSO,200.0
TRIO S.R.L.,1620680445.0,151100.0,Fermo,Marche,www.trio-italia.it,,,,SUCCESSO,200.0
ERREPLUS SADDLERY S.R.L.,3768550240.0,151200.0,Vicenza,Veneto,www.erreplus.us,,,,SUCCESSO,200.0
CONCERIA BELVEDERE S.R.L.,3742800240.0,151100.0,Vicenza,Veneto,http://www.conceriabelvedere.com,,,,SUCCESSO,200.0
LUNA S.R.L.,1274180445.0,152010.0,Fermo,Marche,www.lunashoes.it,,,,SUCCESSO,200.0
PRODOTTI ALFA S.R.L.,174390187.0,151100.0,Pavia,Lombardia,prodottialfa.eu,,,,SUCCESSO,200.0
ROCES - S.R.L.,301810263.0,152010.0,Treviso,Veneto,www.roces.com,,,,SUCCESSO,200.0
LEATHERLINE INTERNATIONAL S.R.L.,3793570247.0,151100.0,Vicenza,Veneto,www.leatherlinesrl.it,,,,SUCCESSO,200.0
THIKEM S.R.L.,1479820506.0,151100.0,Vicenza,Veneto,www.thimeco.it,,,,SUCCESSO,200.0
CANAPE' S.R.L.,4697580720.0,152010.0,Barletta-Andria-Trani,Puglia,www.canapecalzature.it,,,,SUCCESSO,200.0
CALZATURIFICIO ILARIA S.R.L.,884030529.0,152010.0,Siena,Toscana,www.ilariasrl.com,,,,SUCCESSO,200.0
CONCERIA BERTINI FRANCO 1972 S.R.L.,443510508.0,151100.0,Pisa,Toscana,www.conceriabertini.it,,,,SUCCESSO,200.0
S.I.L.C.E.A. SOCIETA' INDUSTRIALE LAVORAZIONE CUOIO E AFFINI SOC. A R.L.,143720407.0,152020.0,Forlì-Cesena,Emilia-Romagna,www.silcea.com,,,,ERRORE,
ARSENALE 5 S.R.L.,4270080262.0,152010.0,Treviso,Veneto,www.panchic.it,,,,SUCCESSO,503.0
CALZATURIFICIO AUGUSTA S.R.L.,319690509.0,152000.0,Pisa,Toscana,http://www.augustashoes.it,,,,SUCCESSO,200.0
CALZATURIFICIO STEPHEN S.R.L.,2168400246.0,152010.0,Vicenza,Veneto,stephen.it,,,,SUCCESSO,200.0
D.L. LEATHER S.R.L.,4005870656.0,151100.0,Salerno,Campania,www.dlleather.it,,,,SUCCESSO,200.0
METAL SERVICE S.R.L.,779450675.0,151209.0,Teramo,Abruzzo,www.metalservice.net,,,,SUCCESSO,200.0
GINS S.R.L.,4195790482.0,151209.0,Firenze,Toscana,www.lustampa.it,,,,SUCCESSO,200.0
CALZATURIFICIO ANTIS S.R.L.,486590268.0,152010.0,Treviso,Veneto,www.antis.it,,,,SUCCESSO,200.0
GUIDI 1896 S.R.L.,1235040472.0,152010.0,Pistoia,Toscana,www.guidirosellini.com,,,,SUCCESSO,200.0
CONCATO GILBERTO SRL,2650780246.0,151100.0,Vicenza,Veneto,www.concatogilberto.com,,,,SUCCESSO,200.0
GIRZA S.R.L.,2031590231.0,152010.0,Verona,Veneto,zencalzature.it,,,,SUCCESSO,200.0
STOKTON SRL,1118700473.0,152010.0,Pistoia,Toscana,stokton.it,,,,SUCCESSO,200.0
WHITE LINE S.R.L.,2190221206.0,151100.0,Milano,Lombardia,whiteline.it,,,,SUCCESSO,200.0
RADAR LEATHER DIVISION S.R.L. SIGLA RADAR SRL,3832860484.0,151209.0,Firenze,Toscana,www.radar1957.it,,,,SUCCESSO,200.0
TIGLIO 2000 - S.R.L.,994330504.0,152010.0,Pisa,Toscana,www.tiglioshoes.it,,,,SUCCESSO,200.0
DEL VACCHIO LEATHER DIFFUSION SOCIETA' A RESPONSABILITA' LIMITATA IN ABBREVIAZIONE DEL VACCHIO LEATHER DIFFUSION S.R.L.,1993760642.0,151100.0,Avellino,Campania,www.delvacchioleather.it,,,,SUCCESSO,200.0
BANTI SOCIETA' COMMERCIALE S.R.L. IN LIQUIDAZIONE,1130200502.0,151100.0,Pisa,Toscana,www.conceriaalaska.it,,,,SUCCESSO,200.0
JELKOM S.R.L.,2043360979.0,152010.0,Prato,Toscana,www.jelkom.com,,,,TIMEOUT,
CALZATURIFICIO VALBRENTA S.R.L.,791230279.0,152010.0,Venezia,Veneto,www.calzaturificiovalbrenta.com,,,,SUCCESSO,200.0
TEMPESTI S.P.A.,1077790507.0,151100.0,Pisa,Toscana,www.tempesti.com,,,,SUCCESSO,200.0
NUOVA ANTILOPE S.R.L.,1376950505.0,151100.0,Pisa,Toscana,www.nuovaantilope.it,,,,ERRORE,
SUOLIFICIO DEL PAPA S.R.L.,918390436.0,152020.0,Macerata,Marche,www.delpapa.com,,,,SUCCESSO,200.0
CALZATURIFICIO BALDAN 88 S.R.L.,2357750278.0,152010.0,Venezia,Veneto,http://www.baldan.it,,,,SUCCESSO,200.0
ANNAPAOLA S.R.L.,3573500752.0,152010.0,Lecce,Puglia,www.denirobootco.com,,,,SUCCESSO,200.0
CALZATURIFICIO GIORGIO FABIANI S.R.L.,1505960441.0,152010.0,Fermo,Marche,www.giorgiofabiani.it,,,,SUCCESSO,200.0
PERWANGER S.R.L.,2387290212.0,151100.0,Bolzano/Bozen,Trentino-Alto Adige,perwangerleather.com,,,,SUCCESSO,200.0
CALZATURIFICIO LUCA GROSSI S.R.L.,954790473.0,152010.0,Pistoia,Toscana,www.lucagrossi.store,,,,SUCCESSO,200.0
CONCERIA JUNIOR -S.P.A.,142210244.0,151100.0,Vicenza,Veneto,conceriajunior.it,,,,SUCCESSO,200.0
CESPO S.R.L.,4943901217.0,152010.0,Napoli,Campania,www.calzaturificiocespo.com,,,,SUCCESSO,200.0
EXCLUSIVE S.R.L.,1710430511.0,152010.0,Arezzo,Toscana,m.exclusivesrl.com,,,,TIMEOUT,
CALZATURIFICIO ANGELO COPPOLA S.R.L.,5014910961.0,152010.0,Milano,Lombardia,www.angelocoppola.eu,,,,SUCCESSO,503.0
MANIFATTURE IL FARO S.R.L.,223440504.0,152010.0,Pisa,Toscana,www.manifattureilfaro.it,,,,SUCCESSO,200.0
MARCO SHOES S.R.L.,1712230505.0,152020.0,Pisa,Toscana,www.marcoshoes.it,,,,SUCCESSO,200.0
DIEMME FASHION GROUP SRL,4550470266.0,152010.0,Treviso,Veneto,www.calzaturificiodiemme.it,,,,SUCCESSO,500.0
CALZATURIFICIO BRUNATE SPA,2193780133.0,152000.0,Como,Lombardia,www.calzaturificiobrunate.it,,,,SUCCESSO,200.0
DANIMARC S.R.L.,1411490509.0,152010.0,Pisa,Toscana,www.danimarc.it,,,,SUCCESSO,200.0
MIRIAL SOCIETA' A RESPONSABILITA' LIMITATA ALTRIMENTI ENUNCIABILE MIRIAL S.R.L.,1689330445.0,152010.0,Fermo,Marche,http://mirial-srl.business.site,,,,SUCCESSO,200.0
PELLETTERIA FIORENTINA MONTECRISTO S.R.L.,6655690482.0,151209.0,Firenze,Toscana,pelletteriafiorentinamontecristo.it,,,,SUCCESSO,200.0
ANTICA CUOIERIA GRG SRL,1252650443.0,152020.0,Fermo,Marche,www.grganticacuoieria.it,,,,SUCCESSO,200.0
HENDERSON S.R.L.,2005720285.0,152010.0,Padova,Veneto,www.hendersonbaracco.com,,,,SUCCESSO,200.0
VITTORIO VIRGILI S.R.L.,757210448.0,152010.0,Fermo,Marche,www.vittoriovirgili.com,,,,SUCCESSO,200.0
CONCERIA MILANESE S.P.A.,7502850154.0,151100.0,Milano,Lombardia,www.conceriamilanese.it,,,,SUCCESSO,200.0
CONCERIA SABRINA S.R.L.,3601150240.0,151100.0,Vicenza,Veneto,www.conceriasabrina.com,,,,SUCCESSO,200.0
EVERYN S.R.L.,1455470508.0,152010.0,Pisa,Toscana,www.calzaturificioeveryn.it,,,,SUCCESSO,200.0
ANTARES SRL,4062950243.0,151100.0,Vicenza,Veneto,www.antares3.it,,,,SUCCESSO,200.0
TACCHIFICIO DI MOLINELLA S.P.A.,580401206.0,152010.0,Bologna,Emilia-Romagna,www.tacchificiomolinella.it,,,,SUCCESSO,200.0
STRATEGIA SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE STRATEGIA S.R.L.,1146180433.0,152010.0,Macerata,Marche,www.strategiashoes.com,,,,SUCCESSO,200.0
FIRENZE MODA S.R.L.,912410487.0,151209.0,Firenze,Toscana,www.firenzemodasrl.it,,,,SUCCESSO,200.0
