Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website
BORGOMARINO S.R.L.,02064090687,151209,Pescara,Abruzzo,www.borgomarinopelle.com
PRINCIPE S.R.L.,01233220506,152020,Pisa,Toscana,www.suolificioprincipe.it
S.G.L. SERVICE S.R.L.,03784970240,151100,Vicenza,Veneto,www.sglrossetto.com
CALZATURIFICIO MARINI PAOLO S.R.L.,01746390432,152010,Macerata,Marche,www.seboys.it
NUOVA ARUX SOCIETA' A RESPONSABILITA' LIMITATA,00960160471,152010,Pistoia,Toscana,http://www.nuovaarux.com
CERBAI S.R.L.,02160090508,151209,Pisa,Toscana,cerbai.it
SUOLIFICIO A.G. S.R.L.,01429350430,152020,Macerata,Marche,www.suolificioag.it
BEST GROUP ACCESSORI S.R.L. - SOCIETA' UNIPERSONALE,02253590976,151209,Prato,Toscana,bestgroupaccessori.it
CASTELLARI DIFFUSION S.R.L.,02541440125,151200,Varese,Lombardia,www.castellaridiffusion.com
PASQUINI S.R.L.,01430200467,152010,Lucca,Toscana,www.pasquinicalzature.it
MARTINA LEATHERS S.R.L.,03898070242,151100,Vicenza,Veneto,martinaleathers.com
PELLETTERIE FOTI - S.R.L. SOCIETA' A SOCIO UNICO,06587480481,151209,Firenze,Toscana,pelletterie-foti.it
DUECCI SRL,02435210444,152020,Ascoli Piceno,Marche,www.duecci-srl.it
CIELLEDUE S.R.L.,03571800618,152010,Caserta,Campania,www.cielledue.com
STILSUOLE S.R.L.,03800710273,152020,Venezia,Veneto,stilsuole.it/
ANGELINI S.R.L.,03719200408,152020,Forlì-Cesena,Emilia-Romagna,www.angelinitacchi.com
NUOVA CARPI SRL,01398850188,152020,Pavia,Lombardia,www.nuovacarpi.com
TACCHIFICIO NUOVA VAL DI CHIENTI SOCIETA' A RESPONSABILITA' LIMITATA (IN SIGLA TACCHIFICIO NUOVA VAL DI CHIENTI S.R.L.),01524460431,152020,Macerata,Marche,www.nuovavaldichienti.it
CALZATURIFICIO SOCLANI S.R.L.,06751221216,152010,Napoli,Campania,gianmarcosorelli.it
ITALIAN FLAG S.R.L.,04648660266,152010,Padova,Veneto,hideandjack.com
M.E. S.R.L.,06557640486,151100,Firenze,Toscana,www.mestamp.it
PENELOPE SRL,02114010446,152010,Fermo,Marche,www.penelopeshoes.com
PISTONESI SRL,02295560441,152020,Fermo,Marche,www.pistonesi.com
BALLARINI S.R.L.,02551420413,151209,Pesaro Urbino,Marche,www.ballarinisrl.com
ANNIEL S.R.L.,04561020266,152010,Treviso,Veneto,www.annielshop.com
ALP SRL,01997230444,152010,Fermo,Marche,adno.surf
RUBEK S.R.L.,01789210430,152020,Macerata,Marche,www.rubek.com
CALZATURIFICIO PREMIERE S.R.L.,03977540750,152010,Lecce,Puglia,www.premieremaison.it
L'AUTRE CHOSE S.R.L. - SOCIETA' IN LIQUIDAZIONE,01412510446,152010,Fermo,Marche,http://www.boccaccini.it
CONCERIA GIADA S.P.A,00529820243,151100,Vicenza,Veneto,www.conceriagiada.it
MELISSA S.R.L.,01940180506,151209,Pisa,Toscana,www.melissasrl.it
MENERVA S.R.L.,01477700528,151209,Siena,Toscana,pelletteria-menerva.it
NUOVA IMMAGINE S.R.L.,02723930182,152020,Pavia,Lombardia,www.nuovaimmaginesrl.com
MONTEVERDI S.R.L.,03836850481,151100,Firenze,Toscana,buy-conceriamonteverdi.it
FESSURA ITALIA S.R.L.,02178780447,152010,Fermo,Marche,www.fessura.com
RAF VALIGERIA S.R.L.,01627460460,151209,Lucca,Toscana,www.raf-luxury.com
CONCERIA MARIO STEFANELLI & FIGLI S.R.L.,00652590506,151100,Pisa,Toscana,www.stefanellisrl.it
LE SOFT S.R.L.,04598300723,152000,Barletta-Andria-Trani,Puglia,www.lesoft.it
CALZATURIFICIO DORIA MARIO SRL,00140560434,152010,Macerata,Marche,www.mariodoria.it
GASTALDI AUTOMOTIVE S.R.L.,03247800042,151209,Cuneo,Piemonte,www.gastaldiautomotive.com
TOMAIFICIO SL S.R.L.,02286680448,152020,Fermo,Marche,www.clonessrl.com
NEXT BAG S.R.L.S.,06532150486,151209,Firenze,Toscana,www.viamailbag.it
PELLETTERIE ABL - SOCIETA' A RESPONSABILITA' LIMITATA,02421330271,151209,Venezia,Veneto,www.rebelleftc.com
GIRONACCI PELLETTERIE SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE GIRONACCI PELLETTERIE S.R.L.,01805200449,151209,Fermo,Marche,www.gironacci.it
GAMMA 3 S.R.L.,01813520978,151200,Prato,Toscana,www.gamma3.net
ARMETTA NICOLETTA SRL,04024080246,151209,Vicenza,Veneto,www.armenico.it
MOON FLOWER S.R.L.,05379740631,152010,Napoli,Campania,www.enzodimartino.it
MG ETRUSCO S.R.L.,05871970488,152020,Firenze,Toscana,www.mgetrusco.it
LASER FASHION S.R.L.,02398080644,151100,Avellino,Campania,www.laserfashion.it
PELLETTERIA PORTONE S.R.L.,01801650126,151200,Varese,Lombardia,www.castellaridiffusion.com
STUDIO DESIGN - S.R.L.,01836970481,151200,Firenze,Toscana,www.gianfrancosisti.com
DUCANERO S.R.L.,01765770431,152010,Macerata,Marche,www.ducanero.it
MAXIMA SRL,10563310159,151209,Milano,Lombardia,maximabags.com
BRANDINA S.R.L.,04107010409,151209,Rimini,Emilia-Romagna,www.brandinatheoriginal.it
DULIO ACCESSORI DI DULIO ALBERTO E C. S.R.L.,00274450188,152020,Pavia,Lombardia,www.dulioaccessori.it
VALPEL DI LAMBERTO & UGO MOROZZI S.R.L.,00839530474,151100,Pistoia,Toscana,http://www.valpel.it/
IL PUMA S.R.L.,01760230506,151100,Pisa,Toscana,ilpumasrl.it
AERRE GROUP S.R.L.,09144001212,152010,Napoli,Campania,demblee.it
NUOVA VEREGRA SOCIETA' A RESPONSABILITA 'LIMITATA,01510970443,152010,Fermo,Marche,www.grazianosalvatelli.it
VALERIO GIUNTOLI CORPORATION SRL,01798100473,152010,Pistoia,Toscana,landing.elvaqueroretailers.com
MAX DI PARMA S.R.L.,01934190347,151209,Parma,Emilia-Romagna,www.albertodiparma.com
CALZATURIFICIO ALDO'S S.R.L.,01068130473,152010,Pistoia,Toscana,www.wexford.it
MAURI SHOES S.R.L.,05094780961,152010,Monza e della Brianza,Lombardia,www.maurishoes.com
STAR PLAST SRL,02000890448,152020,Fermo,Marche,www.starplastsnc.it
MARIGROUP & CO. S.R.L.,01900940501,151209,Pisa,Toscana,kontessaccessori.it
TOMAIFICIO LIDIS SOCIETA' A RESPONSABILITA' LIMITATA,01702440478,152020,Pistoia,Toscana,tomaificiolidis.it
CONCERIA DANIELA S.R.L.,03948180249,151100,Vicenza,Veneto,www.conceriadaniela.com
CARBOTTI S.R.L.,01076090735,151200,Taranto,Puglia,www.carbottibags.com
TERRIDA S.R.L.,02058000270,151209,Venezia,Veneto,www.terrida.com
BENI' S.R.L.,00407510445,152010,Fermo,Marche,www.ercoligino.it
PRODITAL ITALIA S.R.L.,02559350240,151100,Vicenza,Veneto,www.prodital.biz
L'ARIANNA S.R.L.,04357491218,152010,Napoli,Campania,larianna.it
MARANT SOCIETA' A RESPONSABILITA' LIMITATA IN ABBREVIAZIONE MARANT S.R.L.,02557240641,151209,Avellino,Campania,pelletteriamarant.com
FIMAR SRL,08978001215,152020,Napoli,Campania,www.gianmarcof.it
RENZONI ILASIO SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE RENZONI ILASIO S.R.L.,01887240446,152010,Fermo,Marche,www.renzoni.net
EXA SRL,01729410447,152010,Fermo,Marche,www.exa-srl.it
ROBERTO MORELLI S.R.L.,02076040449,152010,Fermo,Marche,www.robertomorellisrl.it
POMME MANIFATTURE S.R.L.,00547760678,151209,Teramo,Abruzzo,pomme.it
CONCERIA BERTOLDI AL GIORIO S.R.L.,00142130244,151100,Vicenza,Veneto,http://www.conceriabertoldi.com
G & G CONFEZIONI SRL,06771480966,151209,Milano,Lombardia,ggconfezioni.com
IN LINE S.R.L.,01586920447,152010,Fermo,Marche,www.inlinesrl.it
ALPACA S.R.L.,02304610500,151100,Pisa,Toscana,www.conceria-alpaca.it
C.L. CALZATURIFICIO SOCIETA' COOPERATIVA,04203940616,152010,Caserta,Campania,clcalzaturificio.it
SABOR SHOES S.R.L.,02482460462,152010,Lucca,Toscana,www.lereginedelforte.com
SUOLIFICIO GALLETTI S.R.L.,02292460447,152020,Fermo,Marche,www.suolificiogalletti.it
LABOR SRL,00485820500,151209,Pisa,Toscana,www.laborsrl.org
MAF SRL,01746110442,152020,Fermo,Marche,www.mafsrl.net
ALDO CASTAGNA S.R.L.,04004421212,152000,Napoli,Campania,www.aldocastagna.com
CONSULT LINE S.R.L.,01728280262,152010,Treviso,Veneto,orizo.it
LE PEPE' SRL UNIPERSONALE,03520550272,152000,Venezia,Veneto,www.lepepe.it
CALZATURIFICIO ROMANO MARTEGANI S.R.L.,00196340129,152010,Monza e della Brianza,Lombardia,www.rm1891.com
START SRL,02236470502,151100,Pisa,Toscana,www.startleather.it
FASHION MARKET S.R.L.,01836380434,152010,Macerata,Marche,www.barleycorn.it
CO.PE.CA. S.R.L.,06145421217,151100,Napoli,Campania,www.copecapelli.com
S.L.K. VERDECCHIA S.R.L.,01083860435,152010,Macerata,Marche,www.verdecchia.it
ITALSUOLE SRL,07140530630,152020,Caserta,Campania,www.italsuole.it
PREZIOSO GROUP S.R.L.,08138791218,152010,Napoli,Campania,www.preziosogroup.com
ELLE S.R.L.,03943150163,152010,Bergamo,Lombardia,avenue67.it
PALMADORO SRL,03071830123,152020,Varese,Lombardia,www.palmadoro.it
FRADA S.R.L.,03216840268,152020,Treviso,Veneto,www.frada.it
GUARDOLIFICIO DIOMEDI S.R.L.,02106310440,152020,Fermo,Marche,www.guardolificiodiomedi.com
EUROPEAN COMFORT S.R.L.,03887590234,152010,Verona,Veneto,www.europeancomfort.it
PELLETTERIA Z3 SRL,13177730150,151200,Milano,Lombardia,www.pelletteriaz3.it
CALZATURIFICIO RI.ST. S.R.L. UNIPERSONALE,01841220443,152010,Fermo,Marche,fasterishoes.com
PRES S.R.L.,01478870445,151100,Fermo,Marche,www.suolificiopres.it
SUOLIFICIO G.L. S.R.L.,01604350445,152020,Fermo,Marche,www.suolificiogl.com
LGN ITALIA S.R.L.,02345300442,152010,Fermo,Marche,www.luiginoverducci.it
BASIC S.R.L.,03929100612,152010,Caserta,Campania,playone.it
CONCERIA ITALPELLI S.R.L.,02772810640,151100,Avellino,Campania,www.conceriaitalpelli.it
CALZATURIFICIO OSCAR SPORT S.R.L,04316980269,152010,Treviso,Veneto,www.oscarsport.com
C3 GROUP SRL,01138140445,152020,Fermo,Marche,http://www.guardolificioc3.com
ASCOT S.P.A.,00707110508,151100,Pisa,Toscana,http://www.ascotspa.it
ALEVI' SRL,04351360401,152010,Forlì-Cesena,Emilia-Romagna,www.alevimilano.com
SEVEN PELLETTERIA S.R.L.,08114251211,151209,Napoli,Campania,www.sevenpelletteria.it
BOTTEGA DEL CUOIO S.R.L.,08232611213,151209,Napoli,Campania,www.bottegadelcuoio.com
NOVES S.R.L.,00430910505,152020,Pisa,Toscana,www.noves.it
SPACCATRICE PIAVE S.R.L.,00709520506,151100,Pisa,Toscana,www.spaccatricepiave.it
SANDROROSSI SRL,01447670439,152020,Macerata,Marche,www.tomaificiosandrorossi.it
CALZATURIFICIO RINASCITA S.R.L.,00191220698,152010,Chieti,Abruzzo,www.rinascitashoes.it
ER.CAN S.R.L.,00881570436,152020,Macerata,Marche,www.ercan.it
MAURO GOVERNA S.R.L.,01501520348,151200,Parma,Emilia-Romagna,www.maurogoverna.com
ETRUSCA PELLI S.R.L.,02185230501,151100,Firenze,Toscana,www.etruscapelli.it
LUZZI S.R.L.,01178040513,152010,Arezzo,Toscana,www.luzzi.it
BELLA SHOES SRL,02219330442,152010,Fermo,Marche,bellashoes.it
TACCHIFICIO CRISTINA S.R.L.,03922220284,152000,Padova,Veneto,tacchificiocristina.it
PELLETTIERI DI PARMA S.R.L.,03227800988,152010,Bergamo,Lombardia,www.pellettieridiparma.com
ENZO BONAFE' S.R.L.,02503291201,152000,Bologna,Emilia-Romagna,www.enzobonafe.com
CALZATURIFICIO CIASCHI S.R.L.,04503290480,152010,Firenze,Toscana,www.calzaturificiociaschi.net
MANCINI ANGELO S.R.L.,01994410502,151100,Pisa,Toscana,www.conceriamancini.it
CALZATURIFICIO ARTIGIANI ITALIANI S.R.L.,08062511210,152010,Napoli,Campania,www.bessential.it
SOLETTIFICIO TERRY S.R.L.,00405470444,152020,Fermo,Marche,www.solettificioterry.it
CALZATURIFICIO MUSELLA S.R.L.,05965951212,152010,Napoli,Campania,www.calzaturificiomusella.it
TASSI VANIS SRL,03894230360,151209,Modena,Emilia-Romagna,www.tassivanis.com
NEW ITALIA SHOES S.R.L.,02503100261,152010,Treviso,Veneto,newitaliashoes.it
FERRADINI BRUNO S.R.L.,00827460502,151100,Pisa,Toscana,www.ferradinibruno.it
CONCERIA GHEPARDO S.R.L.,00870480506,151100,Pisa,Toscana,www.ghepardo.it
CERBIATTO S.R.L.,01125510501,151100,Pisa,Toscana,www.conceriacerbiatto.it
ZENIT SRL,02341130447,152020,Fermo,Marche,www.zenitsrl2018.it
STEBOR SRL,02428210245,151209,Vicenza,Veneto,www.stebor.it
CALZATURIFICIO EMANUELA S.R.L.,00473250413,152010,Pesaro Urbino,Marche,www.emanuelapasseri.it
JAMAICA 2020 S.R.L.,11083260965,151209,Milano,Lombardia,marcomasi.it
RACING TACK S.R.L.,04967380157,151200,Varese,Lombardia,www.racingtack.it
DIAMFONDI SRL,00378590442,152010,Fermo,Marche,www.diamfondi.com
PELER ITALIA S.R.L.,03593000361,151100,Vicenza,Veneto,www.peleritalia.com
CALZATURIFICIO LAUDINO CACCIN S.R.L.,02273660288,152000,Padova,Veneto,www.laudinocaccin.com
START UP GROUP S.R.L.,08321751219,151100,Roma,Lazio,startupgroupsrls.it
P&P S.R.L.,09415611210,151209,Napoli,Campania,lineasartoriale.it
GHIZZANPELLI FRIGO S.R.L.,00708270509,151100,Pisa,Toscana,www.ghizzanpelli.com
CAF S.R.L.,00180840449,152010,Fermo,Marche,www.calzaturificiocaf.it
LE SELLE ITALIANE SRL,03055770980,151201,Brescia,Lombardia,www.leselleitaliane.com
CONCERIA ACCADEMIA S.R.L.,02301930505,151100,Pisa,Toscana,www.expoleathers.com
V E R S.R.L.,07696201214,151209,Napoli,Campania,www.barattolorappresentanze.it
CRISTINA MILLOTTI S.R.L.,01418160519,152010,Arezzo,Toscana,cristinamillotti.it
CALZATURIFICIO MONTELLIANA S.R.L,04472000266,152010,Treviso,Veneto,www.lamontelliana.it
DUEGI PELLETTERIE SRL,03255300240,151209,Vicenza,Veneto,duegipelletterie.it
CLARA S.R.L.,01291010435,152010,Macerata,Marche,www.myaclara.it
VALENTINA BAGS S.R.L.,04639840968,151200,Milano,Lombardia,www.valentinabags.it
TREGIPELL S.R.L. - SOCIETA' UNIPERSONALE,02789620248,151100,Vicenza,Veneto,tregipell.it
TRE ESSE S.R.L.,01636860437,152020,Macerata,Marche,www.suolificiotreesse.it
SARA BURGLAR S.R.L.,01882070434,151209,Macerata,Marche,saraburglar.com
CONCERIA TURBIGHESE S.R.L.,00693580151,151100,Milano,Lombardia,http://www.conceriaturbighese.it
LORENA PAGGI S.R.L.,01633100449,152010,Fermo,Marche,www.lorenapaggi.it
TEOX S.R.L.,01709280448,152020,Fermo,Marche,www.teox.it
STELLA MARIS S.R.L.,01187860885,151209,Ragusa,Sicilia,www.abbonebbone.com
CO.BRI. S.R.L.,03993110489,151200,Firenze,Toscana,cobripelletterie.it
IM ITALIANA MANIFATTURE SRL,02438370443,151209,Fermo,Marche,www.italianamanifatture.eu
BUTI SRL,01723370506,151200,Pisa,Toscana,www.butipelletterie.com
TOMAIFICIO TARGA S.R.L.,01451670291,152020,Rovigo,Veneto,tomaificiotarga.it
GIORI S.R.L.,02367500440,152020,Fermo,Marche,www.tranceriagiori.it
CALZATURIFICIO AMORUSO S.R.L.,07893750724,152010,Barletta-Andria-Trani,Puglia,www.vicodebramo.it
TOP LINE SRL FASHION FACTORY,01885340438,152020,Macerata,Marche,www.toplinesrl.it
TORO S.R.L.,05215670489,151209,Prato,Toscana,www.toropelletterie.it
PASSI D'ESTATE SOCIETA' A RESPONSABILITA' LIMITATA,08107551213,152010,Napoli,Campania,www.paolafiorenza.com
CALZATURIFICIO MICHELA S.R.L.,02398670469,152010,Lucca,Toscana,dtdesign.it
CALZATURIFICIO R.E.F.A.C. S.R.L.,01246890436,152010,Macerata,Marche,www.openclosedshoes.com
DETTAGLI S.R.L.,01339370445,152020,Fermo,Marche,www.dettaglisrl.it
DAVID S.R.L.,03774110161,151209,Bari,Puglia,davidsrl.com
SENATORE S.R.L.,05516520656,151209,Salerno,Campania,www.namenu.it
WESTERNBULL S.R.L.,02210240509,151209,Pisa,Toscana,westernbull.com
BELTRAMI EMORE S.R.L.,01645510361,151200,Modena,Emilia-Romagna,beltramipelletteria.it
MALIZIOSA S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA,01159570447,152010,Fermo,Marche,www.maliziosa.net
CORIUM SRL,06292990485,151209,Firenze,Toscana,www.corium-creazioni.it
ETRURIA TACCHI S.R.L.,01992040517,152020,Arezzo,Toscana,www.etruriatacchi.com
EBE GROUP S.R.L.,03553760616,152010,Caserta,Campania,www.ebegroup.it
SINTESS S.R.L.,03023620242,151209,Vicenza,Veneto,http://www.sintess.it
CALZATURIFICIO PEGASO S.R.L.,01810200509,152010,Pisa,Toscana,www.pegasoshoes.com
ARPEC ITALIA SRL,01983390442,152020,Ascoli Piceno,Marche,www.arpecitalia.com
SCARPEDARTE SRL,02149890507,152010,Pisa,Toscana,www.scarpedarte.it
LIA DIVA SRL,09734681217,152010,Napoli,Campania,www.liadiva.com
SLIM ITALIA GROUP S.R.L.,02080140854,151209,Caltanissetta,Sicilia,www.slimitalia.com
COMPLESSO SAN LORENZO MAGGIORE S.R.L.,04721761213,152020,Napoli,Campania,www.laneapolissotterrata.it
LA SCARPA & CO. S.R.L.,04347260400,151209,Rimini,Emilia-Romagna,www.ballodasola.com
PIEROPAN & BAUCE S.R.L.,02989140245,151100,Vicenza,Veneto,www.pieropan-bauce.it
P.A.T. S.R.L.,03569220282,152020,Padova,Veneto,www.pat-anatomici.com
BONETTO CINTURINI S.R.L.,03278300243,151200,Vicenza,Veneto,http://www.bonettocinturini.it
MELAPELL S.R.L.,02396830248,151100,Vicenza,Veneto,www.melapell.it
VITTORIA S.R.L.,02018280020,152010,Biella,Piemonte,www.vittoria-shoes.com
FENICE S.R.L.,06490631212,152010,Napoli,Campania,www.fenicesrlmadeinitaly.com
CARIM S.R.L.,01194270441,152010,Fermo,Marche,www.carim.it
DUE EFFE S.R.L.,02349100137,152000,Como,Lombardia,www.due-effe.it
NUOVA FLEX S.R.L.,01555460508,151100,Pisa,Toscana,www.nuovaflex.it
Z STUDIO S.R.L.,02541890410,151209,Pesaro Urbino,Marche,www.zanchetti.eu
RECORD S.R.L.,01555740446,151200,Ascoli Piceno,Marche,www.recordbags.it
STEFY LINE S.R.L.,01337250433,151209,Macerata,Marche,www.stefyline.com
F.LLI FERRARA S.R.L.,01152160436,152020,Macerata,Marche,www.ricamificioferrara.it
MARTON CALZATURE S.R.L.,03939460618,152010,Caserta,Campania,www.martoncalzature.it
PONTREMOLESI S.R.L.,01850880483,151209,Firenze,Toscana,www.fondo9.it
CONCERIA PRIMA S.R.L.,00333000503,151100,Pisa,Toscana,www.conceriaprima.com
S.R.L. LEU LOCATI,03664510157,151200,Milano,Lombardia,www.leulocati.com
PAVI GROUP S.R.L.,01960130696,152010,Chieti,Abruzzo,www.pavi.it
P. & C. ITALIA SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA P. & C. ITALIA S.R.L.,05964891211,152020,Napoli,Campania,www.pecontrafforti.it
LAKE S.R.L.,03555930985,152010,Brescia,Lombardia,www.l4k3.it
F.LLI BERNARDINI S.R.L.,00435100441,152020,Fermo,Marche,www.bernardinisnc.com
J P M - S.R.L. CON UNICO SOCIO,02367810468,151209,Lucca,Toscana,www.jeanpaulmenicucci.com
CALZATURIFICIO FAUZIAN JEUNESSE - S.R.L,01447720440,152010,Fermo,Marche,fauzian.it
RISERVA SRL,01126540267,151209,Treviso,Veneto,www.riserva.it
VARESE RETTILI PELLETTERIA S.R.L.,02660230125,151200,Varese,Lombardia,www.vareserettili.it
LONGINO D'URSO 1.0 S.R.L.,02320430644,151100,Milano,Lombardia,www.longinodurso.it
GREEN LIFE CALZATURE S.R.L.,02648280390,152010,Ravenna,Emilia-Romagna,www.greenlifecalzature.it
MONDO ITALIA S.R.L.,02187030446,152010,Fermo,Marche,www.gianricomori.com
CALZATURIFICIO NEW GISAB DI BUONO SALVATORE S.R.L.,03202660720,152000,Barletta-Andria-Trani,Puglia,www.newgisab.it
VELA S.R.L.,01287630295,151200,Rovigo,Veneto,www.velaitaly.com
EUROFUR S.R.L.,01309160503,151100,Pisa,Toscana,www.eurofur.it
BEMA S.R.L.,03368410241,151100,Vicenza,Veneto,www.bemastyle.com
APEX S.R.L.,01849280126,151200,Varese,Lombardia,www.apex-srl.com
CONCERIA N.C.L. SOCIETA' A RESPONSABILITA' LIMITATA,01902230646,151100,Avellino,Campania,www.ncleather.net
EN.ZI.MA S.R.L.,05659580483,152010,Firenze,Toscana,www.enzimaservice.com
CALZATURIFICIO CAPPELLI S.R.L.,00087700472,152010,Pistoia,Toscana,www.calzaturificiocappellisrl.it
TOMAIFICIO RM SRL,02469500447,152020,Fermo,Marche,www.tomaificiorm.it
PELLETTERIE SANT'AGOSTINO S.R.L.,11918010155,151209,Milano,Lombardia,www.santagostino-milano.it
ANGELETTI GROUP S.R.L.,02169740442,152020,Fermo,Marche,www.angelettigroup.eu
CALZATURIFICIO PAMAR SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE CALZATURIFICIO PAMAR S.R.L.,01500110471,152010,Pistoia,Toscana,www.calzaturificiopamar.it
DANIEL & BOB S.R.L.,01606770384,151209,Ferrara,Emilia-Romagna,www.danielandbob.it
NICCOLI S.R.L.,04888220482,151209,Firenze,Toscana,www.niccolibags.com
CINTURIFICIO BRESCIANO S.R.L.,00274410174,151209,Brescia,Lombardia,cinturificiobresciano.it
G&Q SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02392520447,152010,Fermo,Marche,www.giancarlopaoli.com
VIOLA RASATURA PELLI S.R.L.,02271660504,151100,Pisa,Toscana,www.violarasaturapelli.it
GIFRAL S.R.L.,05935291210,152020,Napoli,Campania,www.gifralsrl.it
CREDO S.R.L.,04060380401,151209,Forlì-Cesena,Emilia-Romagna,www.opencouture.it
TACCHIFICIO BERDINI S.R.L.,01569770439,152020,Macerata,Marche,www.tacchificioberdini.it
DOMINO S.R.L.,06322320489,151209,Firenze,Toscana,laboratoriotoscano.it
PRONTO PELLI S.R.L.,02611440641,151100,Avellino,Campania,www.prontopelli.it
TRE GAZZELLE INDUSTRIA CONCIARIA S.R.L.,02126320502,151100,Pisa,Toscana,www.tregazzelle.it
SHOES & SHOES SOCIETA' A RESPONSABILITA' LIMITATA,03511870614,152010,Caserta,Campania,www.bricconi.com
TARTABINI E NASINI S.R.L.,00872910443,152020,Fermo,Marche,www.tartabinienasini.it
LAPEC SUN S.R.L.,01744640507,151100,Pisa,Toscana,www.lapec.it
ROSSO VENEZIA SRL,04437230271,152020,Firenze,Toscana,www.rossovenezia.it
KOSTYLE S.R.L.,04218940262,152010,Treviso,Veneto,www.kostyle.it
PALM PEL S.R.L.,07891101219,151100,Napoli,Campania,www.palmpel.it
RODI S.R.L.,00344790431,152010,Macerata,Marche,calzaturificiorodi.it
MELANY-VY SRL,04016400618,152010,Caserta,Campania,melany-vy-srl-04016400618.quantofattura.com
K LEATHERS S.R.L.,01901620508,151100,Pisa,Toscana,www.kleathers.it
FARFALLA SRL,02381660428,152010,Ancona,Marche,www.farfalla.it
ERREPI - S.R.L. -,01511640466,152010,Lucca,Toscana,www.errepisrl.it
DAVIDE PELLETTERIA NADA S.R.L.,09065921216,151209,Napoli,Campania,www.davidenada.it
FIORDALISO S.R.L.,04389620271,152020,Venezia,Veneto,www.mattshoes.it
TIMAR SRL,02364920443,152010,Fermo,Marche,www.timarshoes.it
GREAT BEAR S.R.L.,01348710441,152010,Fermo,Marche,www.greatbear.it
PETER FLOWERS S.R.L.,03709330272,152010,Venezia,Veneto,peterflowers.it
F.LLI CUCCO S.R.L.,01628970434,152020,Macerata,Marche,www.fratellicucco.it
L.I.P. S.R.L.,08738320962,151100,Milano,Lombardia,www.lip-srl.it
FORMULA SHOES SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02284390446,152010,Fermo,Marche,formulashoes.com
SANDA GROUP S.R.L.,01012040448,152020,Fermo,Marche,http://www.sandagroup.it/
ROBERTA GANDOLFI S.R.L.,01681211205,151209,Bologna,Emilia-Romagna,www.robertagandolfi.com
PELLETTERIA PARTENOPE S.R.L.,08860401218,151209,Napoli,Campania,www.partenope.it
CINTURIFICIO JESSY GROUP S.R.L.,03426510362,151209,Modena,Emilia-Romagna,www.jessycinturificio.it
NEW SWING - SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA NEW SWING S.R.L.,01785970441,152010,Fermo,Marche,newswing.it
RIMAR S.R.L.,03790840270,152020,Venezia,Veneto,www.tagliopellirimar.com
KASUCCI S.R.L.,03587600721,152010,Bari,Puglia,www.ortopediakasucci.it
ANACONDA - S.R.L.,00926080508,151100,Pisa,Toscana,anaconda.it/
MARENZ S.R.L,02456640693,152010,Chieti,Abruzzo,www.marenz.it
DI BIASE GROUP SRL,03728131214,152010,Napoli,Campania,lea-gu.com
CALZATURIFICIO RUGIATI S.R.L.,01009740489,152010,Firenze,Toscana,www.rugiati.com
STEFANO BEMER S.R.L.,06321030485,152010,Firenze,Toscana,stefanobemer.com
TRANCERIA ITALY SHOES S.R.L.,02979950645,152010,Avellino,Campania,www.tranceriaitalyshoes.it
GDA GROUP S.R.L.,06810150828,152010,Palermo,Sicilia,www.francesco.it
SO.GI.GER SHOES S.R.L.,05505720655,152010,Salerno,Campania,www.perronecalzature.it
CESARE BAROLI 1947 S.R.L.,02544260033,152010,Novara,Piemonte,www.cesarebaroli.it
GALM S.R.L.,01788610440,152020,Fermo,Marche,www.suolificiogalmsrl.it
NAZZARENO ACCIARRI SRL,02109840443,152010,Fermo,Marche,www.acciarrinazzareno.it
GALLI PELLETTERIE S.R.L.,00985310671,151200,Teramo,Abruzzo,www.gallipelletterie.it
ROSSI DA VINCI - S.R.L.,01788080487,151200,Firenze,Toscana,www.rossidavinci.it
CONCERIA FRATELLI PIERONI S.R.L.,09731400017,151100,Torino,Piemonte,www.conceriapieroni.com
CORK LINE S.R.L.,02089490540,152020,Perugia,Umbria,www.corkline.net
EURO NARPELL S.R.L.,03487280244,151100,Vicenza,Veneto,euronarpell.com
PIHER S.R.L.,04585220280,151209,Padova,Veneto,www.piheritalia.it
CARA STYLE SRL,06427380487,151209,Pisa,Toscana,www.carastyle.it
BOTTEGA 23 SRL,02320620442,152010,Ascoli Piceno,Marche,www.bottega23.it
LA THUILE SRL,02487400182,152010,Pavia,Lombardia,www.lathuilecalzature.it
DUEPAX S.R.L.,01980150500,151209,Pisa,Toscana,www.duepax.com
SOLETTIFICIO GUERRIERI S.R.L.,02275430482,152020,Firenze,Toscana,www.solettificioguerrieri.com
CARLO SALVATELLI S.R.L.,02033320447,151209,Fermo,Marche,www.carlosalvatelli.com
RE ARTU' - S.R.L.,03592550481,151209,Firenze,Toscana,www.re-artu.it
